UF;Municipio;Cod. IBGE;Obitos;Feridos;Enfermos;Desalojados;Desabrigados;Desaparecidos;Outros;Total;Ocorrencias;Danos Materiais Totais (R$);Prejuízos Privados;Prejuízos Públicos
AL;Marechal Deodoro;2704708;0;1000;200;4622;4902;0;33298;44022;11;164.012.115,06;14.350.860,23;13.743.784,40
ES;Marechal Floriano;3203346;3;23;1;4257;3;0;20417;24704;18;11.044.035,98;9.482.851,56;9.741.485,65
AC;Marechal Thaumaturgo;1200351;0;0;7;27;115;0;531;680;1;676.500,00;274.000,00;111.490,00
SC;Marema;4210555;0;1;0;63;4;0;2964;3032;22;11.963.993,62;21.196.829,05;1.404.868,53
PB;Mari;2509107;1;0;0;148;0;0;9616;9765;6;1.815.608,02;12.229.856,13;1.088.039,15
MG;Maria da Fé;3139904;0;41;3;774;82;0;20693;21593;6;24.033.547,94;631.973,17;684.226,43
PR;Maria Helena;4114708;3;0;0;0;0;0;1575;1578;4;1.996.563,34;1.317.091,53;1.996.563,34
PR;Marialva;4114807;0;0;0;4;0;0;975;979;3;90.100,31;65.114.188,83;0,00
MG;Mariana;3140001;7;2;40;499;696;0;104699;105943;10;71.093.334,48;34.250.796,89;37.884.806,99
RS;Mariana Pimentel;4311981;0;0;0;0;0;0;0;0;2;0,00;5.660.357,28;26.863,97
RS;Mariano Moro;4312005;0;0;0;0;0;0;0;0;14;0,00;21.998.253,62;129.869,10
SP;Mariápolis;3528908;0;0;0;0;0;0;4695;4695;6;19.633.141,02;4.227.418,21;6.388.435,39
AL;Maribondo;2704807;0;80;100;130;450;0;41582;42342;7;317.148,82;16.788.034,94;448.794,06
RJ;Maricá;3302700;3;2;0;2910;265;0;17500;20680;7;85.741.516,84;4.134.809,93;291.001.271,66
MG;Marilac;3140100;0;1;1;127;67;0;4267;4463;4;4.620.636,91;418.442,46;131.661,24
ES;Marilândia;3203353;0;0;0;0;0;0;11130;11130;15;0,00;66.595.304,16;65.462,69
PR;Marilândia do Sul;4114906;0;0;0;290;0;0;8949;9239;3;6.397.448,44;65.434.732,41;4.938.933,19
PR;Marilena;4115002;0;0;5;0;0;0;295;300;7;1.391.509,55;16.239.873,85;688.808,58
SP;Marília;3529005;11;8;2;344;32;0;3501;3898;8;5.080.710,73;0,00;2.964.691,56
PR;Mariluz;4115101;0;0;0;0;7;0;0;7;3;0,00;70.927.486,78;0,00
PR;Maringá;4115200;0;2;0;316;18;0;2780;3116;11;156.579,56;0,00;106.070,36
MG;Mário Campos;3140159;0;0;0;130;7;0;0;137;3;410.997,74;0,00;754.124,30
PR;Mariópolis;4115309;0;14;1;20;0;0;87;122;3;615,54;15.681.740,53;0,00
PR;Maripá;4115358;0;0;0;15;7;0;2530;2552;3;5.404.134,74;74.508.716,03;8.954,65
PA;Marituba;1504422;2;0;3212;0;0;0;0;3214;1;0,00;219.149,14;1.555.958,92
PB;Marizópolis;2509156;0;0;0;570;115;0;30948;31633;23;9.720.795,04;23.785.794,35;11.395.208,87
MG;Marliéria;3140308;0;0;0;254;29;0;2749;3032;5;2.019.988,38;0,00;11.351,90
PR;Marmeleiro;4115408;0;4;0;363;4;0;18566;18937;21;9.101.100,72;160.352.625,61;1.935.150,78
MG;Marmelópolis;3140407;0;0;0;0;5;0;500;505;5;3.402.226,87;187.235,91;1.888.443,95
RS;Marques de Souza;4312054;0;16;9;696;54;0;4917;5692;9;348.828,73;7.839.717,48;1.158.167,65
PR;Marquinho;4115457;0;0;0;109;0;0;22481;22590;13;10.355.171,76;21.550.214,78;3.884.621,47
MG;Martinho Campos;3140506;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
CE;Martinópole;2307908;0;0;0;50;0;0;51192;51242;12;980.361,60;12.293.007,94;2.317.159,29
SP;Martinópolis;3529203;0;2;0;0;0;0;0;2;3;0,00;10.264,38;0,00
RN;Martins;2407401;0;0;0;0;0;0;53650;53650;15;0,00;7.093.420,35;1.428.540,83
MG;Martins Soares;3140530;0;0;0;36;53;0;1;90;2;574.315,14;270.955,40;0,00
SE;Maruim;2804003;0;5;0;600;404;0;10135;11144;8;10.099.011,01;14.532.370,64;9.291,80
PR;Marumbi;4115507;0;0;0;0;0;0;0;0;1;693.092,57;0,00;0,00
AL;Mar Vermelho;2704906;0;0;0;0;0;0;12308;12308;9;423.022,35;14.117.150,28;1.954.488,18
BA;Mascote;2920908;0;0;9;4;0;0;163;176;3;4.076.763,14;1.708.104,37;91.279,33
CE;Massapê;2308005;0;0;30;598;175;0;104618;105421;14;5.522.320,28;13.820.553,96;8.676.206,12
PI;Massapê do Piauí;2206050;0;0;0;0;0;0;60658;60658;25;0,00;44.964.621,25;172.269.229,89
SC;Massaranduba;4210605;1;35;0;151;74;0;5675;5936;10;2.634.617,55;10.659.395,24;911.184,15
PB;Massaranduba;2509206;0;0;0;0;0;0;50506;50506;23;0,00;79.279.774,86;20.291.053,91
RS;Mata;4312104;0;0;0;196;0;0;7671;7867;11;2.685.234,06;61.571.692,88;463.816,73
BA;Mata de São João;2921005;0;0;0;0;0;0;0;0;1;0,00;0,00;0,00
AL;Mata Grande;2705002;4;0;749;100;0;0;139374;140227;23;0,00;65.998.662,11;641.677,48
SP;Matão;3529302;0;3;0;20;0;0;76799;76822;6;4.671.337,00;0,00;4.671.337,00
PB;Mataraca;2509305;0;0;0;593;675;0;5627;6895;4;21.713.908,19;215.391,87;525.804,44
MA;Mata Roma;2106409;0;0;0;302;0;0;3566;3868;4;2.605.101,45;27.398.316,30;13.385,71
MG;Mata Verde;3140555;0;0;0;27;0;0;33129;33156;16;479.042,41;29.789.019,46;266.709,83
TO;Mateiros;1712702;0;0;0;40;0;0;72;112;2;216.154,98;222.079,23;2.298,18
PR;Matelândia;4115606;0;125;25;214;12;0;16775;17151;8;7.680.549,34;66.069.911,23;3.644.369,62
MG;Materlândia;3140605;0;0;0;4;38;0;1965;2007;6;1.568.384,01;188.047,77;1.950.121,09
MG;Mateus Leme;3140704;0;0;0;220;10;0;30;260;3;20.670.434,99;367.741,75;7.097.415,66
MG;Mathias Lobato;3171501;0;0;0;246;135;0;3831;4212;6;10.368.730,80;10.647.653,93;2.465.261,89
MG;Matias Barbosa;3140803;4;1;0;154;181;0;3638;3978;5;6.172.957,12;1.608.725,86;845.432,39
MG;Matias Cardoso;3140852;0;10;365;1866;550;0;87127;89918;39;7.258.727,09;285.138.973,47;4.995.990,70
PI;Matias Olímpio;2206100;0;0;150;820;200;0;16319;17489;12;3.658.080,40;6.456.617,07;938.330,05
BA;Matina;2921054;0;0;0;0;0;0;84482;84482;25;0,00;133.153.068,27;4.369.424,88
MA;Matinha;2106508;0;0;0;599;90;0;12609;13298;2;18.292.138,06;764.701,97;456.787,12
PB;Matinhas;2509339;0;1;0;17;7;0;34619;34644;23;70.867,03;31.945.260,03;11.714.130,33
PR;Matinhos;4115705;0;2;0;598;201;0;11200;12001;6;28.943.733,73;88.544,80;6.227.848,52
MG;Matipó;3140902;1;111;0;1418;794;0;1825;4149;13;19.056.473,80;718.523,52;2.336.011,38
RS;Mato Castelhano;4312138;0;0;0;0;0;0;1133;1133;7;53.150,27;15.254.102,67;328.850,27
MA;Matões;2106607;0;0;0;1828;0;0;31563;33391;4;8.365.321,95;237.360,63;154.086,44
MA;Matões do Norte;2106631;0;0;43;1142;329;0;3150;4664;3;11.813.139,92;2.490.829,05;281.669,15
PB;Mato Grosso;2509370;0;0;0;0;0;0;14410;14410;23;240.769,05;16.969.274,99;5.940.209,30
RS;Mato Leitão;4312153;0;0;0;23;0;0;7658;7681;11;4.146.158,43;10.613.170,90;174.221,26
RS;Mato Queimado;4312179;0;0;0;0;0;0;200;200;10;1.339.960,51;17.919.221,84;56.299,55
PR;Mato Rico;4115739;0;0;0;572;65;0;6072;6709;9;8.997.061,13;25.303.968,17;1.642.401,46
SC;Matos Costa;4210704;0;0;0;0;0;0;0;0;5;622.768,12;9.461.681,66;545.130,99
MG;Mato Verde;3141009;0;0;0;7;0;0;40531;40538;32;39.373,35;617.943.367,90;8.941.292,82
MG;Matozinhos;3141108;0;0;0;779;38;0;33071;33888;7;26.175.284,45;0,00;4.997.885,53
AL;Matriz de Camaragibe;2705101;0;0;0;2500;1198;0;0;3698;6;0,00;0,00;0,00
MT;Matupá;5105606;0;0;0;0;2;0;9423;9425;7;22.021.462,23;35.045.054,81;7.598.578,51
PB;Maturéia;2509396;0;0;0;0;0;0;43744;43744;22;0,00;22.749.526,29;17.153.821,88
MG;Matutina;3141207;0;0;0;770;45;0;700;1515;2;2.987.633,74;0,00;0,00
SP;Mauá;3529401;19;50;0;3513;71;0;77;3730;16;27.999.562,41;1.157.527,70;8.301.962,37
PR;Mauá da Serra;4115754;0;0;0;134;123;0;1000;1257;4;11.941.256,90;0,00;0,00
AM;Maués;1302900;0;40;37011;14203;496;0;22667;74417;8;8.146.924,88;119.463.261,02;12.232.072,56
CE;Mauriti;2308104;0;0;15;2409;1294;0;153457;157175;20;9.400.795,25;200.472.196,90;6.576.192,31
RN;Maxaranguape;2407500;0;0;0;905;271;0;14618;15794;6;6.510.862,85;4.805.369,80;676.606,12
RS;Maximiliano de Almeida;4312203;0;0;0;0;10;0;3839;3849;26;18.688.529,52;47.773.940,84;3.577.069,02
MG;Medeiros;3141306;0;0;0;0;0;0;1700;1700;3;417.883,93;24.621.843,83;0,00
BA;Medeiros Neto;2921104;0;34;27;6233;869;0;8615;15778;7;34.605.638,14;52.316.413,14;8.496.494,15
PR;Medianeira;4115804;2;3;0;294;2;0;1879;2180;12;1.784.727,15;137.367.278,12;2.575.523,82
PA;Medicilândia;1504455;0;154;112;2734;724;0;11190;14914;5;6.980.270,28;2.198.638,25;5.164.354,94
MG;Medina;3141405;0;9;0;270;225;0;71736;72240;26;1.968.448,18;68.983.487,34;1.813.352,39
SC;Meleiro;4210803;2;3;0;5825;729;4;13639;20202;27;10.107.349,97;63.486.447,54;3.566.190,70
PA;Melgaço;1504505;0;0;0;0;0;0;0;0;1;1.204.270,96;0,00;77.694,90
RJ;Mendes;3302809;1;8;7;1214;51;0;752;2033;17;4.840.615,11;102.143,22;1.083.674,47
MG;Mendes Pimentel;3141504;0;0;0;0;0;0;6329;6329;1;0,00;6.140.023,80;0,00
PR;Mercedes;4115853;0;2;0;48;0;0;86;136;7;565.809,39;39.955.704,16;758.399,07
MG;Mercês;3141603;0;13;42;219;201;0;1063;1538;6;9.133.877,39;1.657.843,58;465.984,31
SP;Meridiano;3529609;0;0;0;0;0;0;0;0;1;0,00;2.046.066,00;0,00
CE;Meruoca;2308203;0;0;0;75;200;0;58733;59008;13;1.475.613,87;5.329.767,06;1.975.972,59
MG;Mesquita;3141702;0;0;0;85;1;0;19;105;4;1.999.698,24;266.618,98;264.309,05
RJ;Mesquita;3302858;1;1;0;2785;318;0;193738;196843;5;34.403.974,60;501.757,37;9.334.680,16
AL;Messias;2705200;0;0;0;500;0;0;15682;16182;5;593.188,33;13.319.515,82;13.841,00
RN;Messias Targino;2407609;0;0;111;0;0;0;29019;29130;19;0,00;5.730.145,04;1.645.580,17
PI;Miguel Alves;2206209;0;0;1600;2968;1493;0;56808;62869;14;36.916.184,81;15.138.036,05;2.931.544,85
BA;Miguel Calmon;2921203;0;0;0;150;55;0;144355;144560;20;457.844,94;35.650.875,64;7.941.149,46
PI;Miguel Leão;2206308;0;0;0;0;0;0;773;773;9;0,00;226.237,29;94.265,54
SP;Miguelópolis;3529708;0;0;0;0;0;0;0;0;2;0,00;66.602,21;0,00
RJ;Miguel Pereira;3302908;1;1;0;249;203;0;15049;15503;2;8.938.432,31;30.409,55;4.358.865,98
BA;Milagres;2921302;64;5;1981;100;150;0;43960;46260;14;4.361.584,33;18.125.801,87;1.133.541,30
CE;Milagres;2308302;1;9;7;72;12;0;107030;107131;17;2.347.889,60;61.577.788,16;5.557.765,63
MA;Milagres do Maranhão;2106672;0;0;0;0;0;0;0;0;3;0,00;5.450.810,15;0,00
